text,label
אתה כל כך חסר תרבות,1
"יא חתיכת חסר עמוד שדרה, תתמודד",1
אני אגרום לך לא לשכוח אותי בחיים,1
אתה כל כך חסר עניין,1
יא חתיכת חסר מודעות עצמית,1
אני אגרום לך לרצות למות,1
אתה כל כך חסר משמעות,1
"יא חתיכת אפס, מה אתה מבין מהחיים שלך?",1
אני אעשה לך בית ספר,1
אתה כל כך חסר לב,1
יא חתיכת חסר עקרונות,1
אני אדאג שלא תוכל להסתכל במראה,1
אתה כל כך חסר תקווה,1
"יא חתיכת אפס, לך תחזור לחור שיצאת ממנו",1
אני אגרום לך להצטער על כל רגע,1
אתה כל כך חסר נשמה,1
יא חתיכת חסר יכולת בסיסית,1
אני אדאג שתדע מי אני,1
אתה כל כך חסר אופי,1
"יא חתיכת אפס, תתבגר כבר",1
אני אגרום לך להרגיש את הכאב שאני מרגיש,1
אתה כל כך חסר כריזמה,1
"יא חתיכת חסר טאקט, סתום ת פה",1
אני אדאג שלא יהיה לך יום אחד של שקט,1
אתה כל כך חסר יכולת לחשוב,1
"יא חתיכת אפס, אתה לא שווה את הזמן שלי",1
אני אגרום לך להתחנן לרחמים,1
אתה כל כך חסר יכולת להרגיש,1
יא חתיכת חסר כלום,1
אני אדאג שלא תעז להראות את הפנים שלך יותר,1
אתה כל כך חסר יכולת להבין,1
"יא חתיכת אפס, אתה פשוט כלום ושום דבר",1
אני אגרום לך לסבול כמו שאף אחד לא סבל לפניך,1
אתה כל כך חסר יכולת לאהוב,1
יא חתיכת חסר כל ערך,1
אני אדאג שתהיה דוגמה לכל מי שחושב להתעסק איתי,1
אתה כל כך חסר יכולת להיות בן אדם,1
"יא חתיכת אפס, אני בז לך",1
אני אגרום לך לאבד את כל מה שיקר לך,1
אתה כל כך חסר יכולת להיות מאושר,1
יא חתיכת חסר כל עתיד,1
אני אדאג שתהיה בודד כל חייך,1
אתה כל כך חסר יכולת להצליח,1
"יא חתיכת אפס, אתה בדיחה גרועה",1
אני אגרום לך לאבד את שפיות הדעת,1
אתה כל כך חסר יכולת להיות אתה עצמך,1
יא חתיכת חסר כל סיכוי,1
אני אדאג שתהיה לך סיבה טובה לפחד,1
אתה כל כך חסר יכולת ללמוד,1
"יא חתיכת אפס, תעלם לי מהחיים",1
אני אגרום לך לאבד כל תקווה,1
אתה כל כך חסר יכולת להיות חבר,1
יא חתיכת חסר כל כבוד עצמי,1
אני אדאג שתתחרט על כל מילה שאמרת,1
אתה כל כך חסר יכולת להיות מנהיג,1
"יא חתיכת אפס, אתה לא מעניין אף אחד",1
אני אגרום לך להרגיש הכי קטן בעולם,1
אתה כל כך חסר יכולת להיות אמיץ,1
"יא חתיכת חסר כל עמוד שדרה, תתכופף",1
אני אדאג שתזכור את השם שלי כל החיים,1
אתה כל כך חסר יכולת להיות יצירתי,1
"יא חתיכת אפס, אין לך מושג מהחיים שלך",1
אני אגרום לך לאבד את הביטחון העצמי שלך,1
אתה כל כך חסר יכולת להיות שמח,1
יא חתיכת חסר כל חשיבות,1
אני אדאג שתפסיק לחייך,1
אתה כל כך חסר יכולת להיות אופטימי,1
"יא חתיכת אפס, אתה סתם מטרד",1
אני אגרום לך להפסיק לחלום,1
אתה כל כך חסר יכולת להיות נחמד,1
יא חתיכת חסר כל כישרון,1
אני אדאג שתפסיק לצחוק,1
אתה כל כך חסר יכולת להיות רגיש,1
"יא חתיכת אפס, אתה לא קיים בשבילי",1
אני אגרום לך להפסיק להאמין,1
אתה כל כך חסר יכולת להיות אנושי,1
"יא חתיכת חסר כלום, אתה כלום",1
אני אדאג שתפסיק לחיות,1
אתה כל כך חסר יכולת להיות,1
אתה פשוט בדיחה מהלכת,1
"מי את חושבת שאת, יא שרלילה?",1
למה שלא תלך לחפש מי ינענע אותך,1
איזה חמוד! כל הכבוד לך,0
"אני לא יכול לסבול אותך יותר, אתה אדם נורא",1
"מה המצב, אח שלי?",0
איזה יום יפה בחוץ,0
האוכל במסעדה היה טעים מאוד,0
אני צריך לקנות חלב במכולת,0
"איזה טיפש אתה, לא מאמין",1
כל הכבוד על העבודה הקשה,0
שיהיה לך יום מקסים,0
"בן אדם חסר תועלת, לך מפה",1
שיהיה לך אחלה יום,0
הוא מומחה בתחום הפיזיקה הגרעינית,0
הדו ח השנתי של החברה יתפרסם מחר,0
אני רוצה להזמין שולחן לשניים בבקשה,0
הוא סתם אפס מאופס,1
שתוק כבר יא חתיכת זבל,1
מחר יש לי מבחן חשוב,0
"כל הרוסים אותו דבר, שיכורים וגנבים",1
השירותים היו מלוכלכים מאוד,0
"אני מקווה שתקבל את מה שמגיע לך, חתיכת אפס",1
היא בחורה ממש נחמדה,0
איזה זבל של בנאדם,1
קניתי זוג נעליים חדשות,0
אתה צריך לראות רופא,0
איזה כיף לראות אותך,0
שתמות היום אמן,1
הסרט החדש ממש מומלץ,0
אני הולך לים בסוף השבוע,0
היא פשוט זונת צומי,1
אני צריך עזרה בבקשה,0
איך אני מגיע לתחנה המרכזית?,0
הלוואי שיפול עליך טיל,1
הוא בחור ממש חכם,0
לך תמות יא בן אלף,1
הספר שקראתי היה מרתק,0
"איזה אידיוט, לא מאמין שעשית את זה",1
למה אתה מדבר שטויות?,0
חח איזה מצחיק,0
"אני עייף, הולך לישון",0
"שתוק כבר, אתה חופר",1
הלוואי ותדרס,1
"איזה באסה, נכשלתי במבחן",0
בוקר טוב לכולם,0
העוגה יצאה קצת יבשה,0
נמאס לי מהשטויות שלך,1
הממשלה הזאת מושחתת מהיסוד,0
איזה אפס,1
איך היה הסוף שבוע שלך?,0
אתה יכול להעביר לי את המלח?,0
הוא סתם בן אדם ריקני ושטחי,0
החדשות היום היו מדאיגות,0
היא תמיד מאחרת לפגישות,0
כמה שנאה יש בך,0
אתה ממש השראה בשבילי,0
סע מפה יא חתיכת אפס,1
אני כל כך שונא אותך,1
אני הולך לחדר כושר להתאמן,0
"יא כלבה, מי את חושבת שאת?",1
ההצגה הייתה מאכזבת,0
אתה פשוט בן אדם מדהים,0
הטכנולוגיה מתקדמת בקצב מסחרר,0
"אפס, זה מה שאתה",1
"איזה קטע, גם אני הייתי שם",0
"אני חייב ללכת, נדבר מחר",0
הילדה הזאת פשוט מגעילה אותי,1
המחשב שלי עובד לאט היום,0
היא מתלבשת בטעם רע,0
כל הפוליטיקאים מושחתים,0
הוא דיבר בצורה מאוד לא יפה,0
אתה בנאדם דוחה,1
אתה תמיד יודע מה להגיד,0
"איזה כלב, גנב לי את החניה",1
התחלתי דיאטה חדשה,0
מה קורה גבר?,0
את פשוט בהמה גסה,1
הפקקים בבוקר היו נוראיים,0
"ערבי מסריח, תחזור לכפר שלך",1
אתה יכול בבקשה לעזור לי?,0
זה היה פשוט רעיון גאוני,0
איזה יום מעייף,0
סתום ת פה שלך כבר,1
אני לא מסכים עם הדעה שלך,0
"איזה זין, שוב פעם איחרתי",1
השמש שוקעת מוקדם בחורף,0
איזה חרא של יום,1
הפגישה הייתה מאוד פרודוקטיבית,0
הלוואי ותחנק עם האוכל שלך,1
דחוף את האצבע שלך לתחת,1
מה התוכניות שלך להערב?,0
כולכם אותו חרא,1
היא תמיד מתלוננת על הכל,0
אני ממש מעריך את העזרה שלך,0
הלוואי שידרס אותך אוטובוס,1
אני מקווה שנצליח בפרויקט,0
מה אתה רוצה ממני?,0
"בן אדם דוחה, אל תתקרב אליי",1
התור בדואר היה ארוך מאוד,0
אני מאחל לך את כל הטוב שבעולם,0
לך תזדיין עם החברים ההומואים שלך,1
"איזה חמודה, תודה רבה!",0
אני אוהב ת אותך מאוד,0
"יא אפס מאופס, אין לך חיים",1
אתה מוזמן לבוא אלינו לארוחת ערב,0
"איזה אפס, אפילו את זה אתה לא יודע לעשות",1
הייתי רוצה כוס קפה בבקשה,0
הוא נוהג כמו מטורף,0
אני צריך לקבוע תור לרופא שיניים,0
שתקבל שבץ מוחי יא חתיכת זבל,1
העבודה שלי מאוד מעניינת,0
איזו שמלה יפה!,0
תודה על האירוח הנפלא,0
הלוואי שתמותי כבר יא זקנה,1
"איזה חום היום, אי אפשר לנשום",0
הילד הזה פשוט מפלצת,1
תפסיק לזיין את השכל,1
אני לא מרגיש טוב היום,0
"זהירות, הרצפה רטובה",0
אני צריך למצוא עבודה חדשה,0
"יא זבל, אני אהרוג אותך",1
הופתעתי לטובה מהתוצאות,0
אני מתגעגע למשפחה שלי,0
איזו תמונה יפה צילמת,0
"יא שרמוטה, כמה את לוקחת לשעה?",1
הכל יקר במדינה הזאת,0
הוא סתם שקרן פתולוגי,0
סע לי מהעיניים יא מניאק,1
אני מת על מוזיקה קלאסית,0
אתה יכול להנמיך את המוזיקה בבקשה?,0
"יא הומו, לך תמצא לך חבר",1
המחירים בשוק ההון עולים ויורדים,0
אני הולך לספרייה להחזיר ספרים,0
אתה בנאדם כל כך רע,1
תפסיק להיות כזה ילדותי,0
אני מקווה שאתה צוחק,0
אני אשבור לך את הפרצוף,1
צריך לנקות את הבית,0
המשחק היה מותח עד הרגע האחרון,0
הכלב שלך נבח כל הלילה,0
איזה אדם מגעיל אתה,1
הוא תמיד עוזר לכולם,0
בוא נצא לטיול רגלי,0
מתי בפעם האחרונה דיברת עם ההורים שלך?,0
חבל על הזמן שהשקעתי בך,0
מה אתה מסתכל עליי יא דפוק,1
אני מאחר לפגישה,0
זה ממש לא עניינך,0
הוא תמיד מדבר שטויות,1
אתה פשוט אכזבה,1
הילדים האלה צריכים ללמוד נימוסים,0
איזה נוף מדהים!,0
אני רוצה לראות אותך מת,1
"לך תזדיין, נמאס לי ממך",1
הוא תמיד מתחמק מאחריות,0
השכנים שלי מרעישים בלילה,0
אני צריך לקנות מתנה ליום הולדת,0
אני לא מאמין שאמרת את זה,0
"איזה שיעמום, אין לי מה לעשות",0
המאמר הזה כתוב בצורה מעניינת,0
תפסיק להיות כזה קנאי,0
"בן זונה, איך עשית לי את זה?",1
מזל טוב ליום הולדתך!,0
אני לא סובל אנשים כמוך,1
הגיע הזמן לעשות שינוי,0
היא בחורה עם לב זהב,0
הלוואי שההורים שלך היו משתמשים בקונדום,1
"הוא סתם בכיין, שלא יבלבל את המוח",1
אני לא אוהב את הגישה שלך,0
"איזה מטומטם, איך לא ראית את זה בא?",1
אני חושב שאני מאוהב,0
הלוואי שתחליק על בננה ותשבור את המפרקת,1
העולם הוא מקום מורכב,0
יש לך בעיות רציניות,1
אתה יכול בבקשה לסגור את הדלת?,0
הוא קיבל קידום בעבודה,0
"מי שם אותך אחראי, יא אפס?",1
אני צריך יותר שעות שינה,0
הצבע הזה לא מתאים לך,0
זה לא חכם מה שעשית,0
היא תמיד אופטימית וחייכנית,0
הם עובדים על פרויקט חדש ביחד,0
אני מתכנן חופשה בקיץ,0
אתה מדבר כמו ילד קטן,1
איזה מזל יש לך!,0
הלוואי שתמות בייסורים קשים,1
אתה ממש חסר טאקט,0
אתה יכול להסביר לי את זה שוב?,0
"יא זבל, תחזיר לי את הכסף שלי",1
יש ריח לא טוב בחדר,0
אני לא סומך עליו בכלל,0
היא תמיד אומרת את האמת בפנים,0
הלוואי שתאבד את כל הכסף שלך,1
המצב הכלכלי לא פשוט,0
היא סתם פרחה צעקנית,1
הבנתי את הנקודה שלך,0
איזו הופעה מרגשת,0
הוא פשוט מלא בעצמו,0
מה אתה חושב לעצמך יא מניאק,1
